Sample	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18
serpinb9f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.082321105	0.0	0.0
ak046130	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ccdc97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.548822813	0.0	0.0	0.389980601	0.0	0.09349613	0.0	0.0	0.0	0.0
ak046134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
serbp1	12.60724558	0.889664265	0.047998339	0.0	0.063051212	0.0	4.370063529	0.417896804	33.55472581	0.039361943	0.0	0.0	0.023706538	0.04235222	23.86137434	0.0	0.022400904	32.51762573
dq549963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
abcd4	0.0	0.112138386	0.040606214	0.039616251	0.040748978	0.051971771	0.214424037	0.051458475	0.0	0.0	0.046095147	0.0	0.0	0.0	0.0	0.0	0.051660765	0.0
ak148204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pfdn1	79.51819203	98.52439335	3.608382334	0.0	280.792137	47.34421787	87.32137981	3.994284129	71.58343208	0.0	0.212769147	0.0	127.9886994	102.1194492	0.0	0.460298745	0.148254721	50.96433039
pfdn2	1.046826485	0.0	2.34132369	0.241181896	0.0	0.0	0.76391298	0.0	11.25418335	1.006650732	0.0	34.6487655	0.0	0.0	0.0	0.0	0.0	1.117696078
pfdn5	312.8737562	130.9207277	562.2172435	213.8934453	249.2251425	467.564615	432.5852373	235.235045	339.9606308	0.904312326	0.908820911	1235.831689	1017.363062	174.2118714	1.945680661	1238.105231	176.7130858	126.6834748
pfdn4	29.50732706	0.20081103	0.0	0.0	44.63372702	135.1290806	193.2597635	0.352555174	105.1595435	152.4930952	103.1863581	0.0	0.0	8.006115818	0.0	64.57700273	0.20297929	0.0
gsdma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ak087806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.212212858	0.0	0.0	0.0	0.0	0.0	0.0
gsdmd	69.60252182	111.6102757	0.059779733	88.34639704	91.94279102	60.4181578	134.2540638	149.490139	267.954715	209.6504655	0.184846161	332.800592	280.8837246	54.54127109	0.740855425	13.59608973	0.085672623	27.62885062
2610024g14rik	0.072371346	0.115191018	0.017127447	0.3057483	0.022480411	0.213995977	0.09016924	0.046451125	0.168663642	0.045862064	0.043758506	0.515318396	0.117510484	0.100040235	0.200473737	0.297039955	0.583472661	0.040853581
lrrc69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.093463488	0.0	0.0	0.0	0.0	0.0	0.0	0.0
lrrc68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tfe3	54.82444888	0.05537686	40.17612341	0.0	0.0	31.39203854	0.0505947	1.262714693	0.0	0.884115219	0.0	273.0603543	0.0	2.487366779	0.107325407	16.11029588	0.0	0.0
lrrc63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051458704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.630978188	0.0	0.0
lrrc61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059764735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
lrrc67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
lrrc66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rsad1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bc049352	0.0	0.0	0.0	0.0	0.0	5.970441399	0.0	0.0	0.098141765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cbwd1	0.0	0.077143306	89.88004249	0.066975358	0.0	44.78180808	53.83892402	58.08862295	0.083894375	0.068530893	0.0	0.0	0.0	46.59643794	0.0	0.0	0.0	0.0
dq701960	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ak144055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ak135992	0.0	0.224785174	0.0	0.325279028	0.0	0.06516464	0.20534422	0.065720779	0.644311455	0.199653374	0.163057407	2.377430606	0.0	0.141287545	0.217810023	0.705477498	0.077485932	0.059252232
dq565313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ak135997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ak017025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gm16367	0.0	0.0	0.0	0.014659421	2.994296862	0.018601944	0.0	0.0	0.361051852	0.0	19.52247626	0.0	0.0	0.0	0.0	11.45134517	0.0	0.0
2310022a10rik	0.087355307	0.0	0.0	0.297057222	0.048395628	0.060391527	0.062502472	3.541031654	0.074398066	0.242990839	0.0	0.0	0.291664699	0.325443553	0.0	0.286326362	0.137940507	0.0
6030405a18rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hnrnpa1	3.188486521	2.940901998	6.99668344	8.6137039	6.230260139	3.461114464	0.150827762	3.672473949	6.588001664	18.78201042	4.343180547	5.245885957	0.668730248	3.052850378	6.752020106	0.0	8.515674719	3.687192315
h2-ob	0.0	0.0	0.0	0.0	0.0	24.3718098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052529739	0.0	0.0	0.0	0.0
h2-oa	0.0	0.151244501	0.106178425	0.131074244	24.84342613	1.865196128	45.5690537	0.0	0.0	0.135080634	0.109573658	325.8243386	0.0	0.14368911	0.0	171.4416667	0.0	89.27873988
bc033916	0.0	0.204304031	0.0	99.55583223	0.0	0.0	0.372679311	0.0	0.0	0.0	0.0	0.0	0.875651712	0.387682722	0.197870267	0.426588405	0.0	0.0
lats2	0.0	0.0	0.0	37.99942268	0.0	0.038442558	21.57114785	0.0	0.0	0.0	0.0	0.0	0.0	0.071829806	20.55278469	14.56806218	0.0	0.20878269
lats1	24.00079033	2.456719115	0.014312008	0.0	0.0	0.627733286	0.0	0.0	0.0	0.017955168	0.0	0.0	0.021630826	0.618320495	0.0	0.0	0.0	1.121307037
1810012p15rik	0.0	0.0	0.0	0.024816556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bc061212	1.908138304	0.0	0.0	0.0	0.0	0.028073174	0.0	0.0	0.0	0.0	0.183710323	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a4gnt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grxcr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grxcr2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dq702089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tcfap2a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047249807	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tcfap2c	0.0	0.0	0.0	0.0	0.037487674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tcfap2b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tcfap2e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tcfap2d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cgrrf1	0.0	0.0	13.32545293	0.0	0.0	0.0	0.0	0.0	0.0	111.7943065	0.0	0.375867895	0.138823839	0.0	0.0	0.0	0.131490684	0.310097535
veph1	1.000328009	0.871251748	0.237374619	1.447027599	0.557061937	0.231578625	0.590857426	0.259332527	1.284664374	0.765767876	0.984070448	21.58006624	0.891151398	0.259292818	0.792187928	2.246074942	1.217056492	0.253985566
1700011i03rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dq564048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ngdn	34.21716224	0.0	1.188694671	125.9434762	0.183667042	108.7440645	120.1505137	74.69970025	0.566445403	50.95254708	0.0	0.0	0.277391315	81.39344039	181.0488523	70.46837922	0.0	131.8753052
c130079g13rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
golph3l	0.0	0.055595337	0.0	0.0	0.050118426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ak078931	0.0	0.483384516	0.0	0.0	0.0	0.0	0.0	0.213781697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cbr4	0.0	0.3153496	0.0	0.0	0.0	61.10329683	0.0	0.0	0.0	0.0	0.114220469	0.0	0.168015945	0.0	0.410466854	0.0	0.0	2.130721152
1300018j18rik	0.0	0.062833914	17.03510892	0.0	0.0	6.379213098	71.97612438	0.0	0.0	0.557616834	0.0	1.745153046	0.066967062	0.0	0.0	0.0	0.0	0.0
1110007c09rik	3.094924282	0.20519634	0.143784841	1.243196331	3.897247337	0.0	0.0	0.180132463	26.58699281	5.887624428	0.594129345	0.405225104	0.655906251	0.194771447	9.141586952	0.0	0.0	0.163564913
blvrb	207.5226357	0.0	8.060132953	0.163178986	182.2731756	6.800105841	87.38592638	161.6164485	0.410326688	0.0	0.0	0.0	2.409692838	8.946701922	147.1493166	28.33936592	0.0	4.402073217
blvra	328.5254441	576.9419709	83.20467926	254.7324991	287.5097548	253.9106396	156.2379862	129.3084529	0.928670312	0.507814702	101.4151949	518.2032506	123.163197	336.0143284	0.137788436	85.1904601	0.287205306	413.8789488
gm10012	3.591394037	5.952252808	1.070617207	0.51536659	6.55179431	10.65669769	0.0	0.0	0.690251653	0.0	8.015666901	0.0	21.44170699	13.85833482	0.0	0.106214071	0.0	3.834967165
ak157531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.088412459	0.0	0.0	0.0	0.0
dq711269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ai646023	0.0	0.0	0.0	0.054632849	0.0	13.88432176	0.0	0.0	0.034164986	0.0	0.022813729	0.249647113	0.066997489	0.0	0.0	25.83841043	0.0	0.024789697
4430402i18rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
smoc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dq541751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5430413k10rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
olfr1377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dq705865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
olfr1371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dq541757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
olfr1373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dq541758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
olfr1378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ak040166	0.0	0.240156945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.644185163	0.0
zswim4	0.254433928	0.0	0.0	0.0	0.023595014	0.029427031	24.95804236	0.0	12.96272111	0.0	0.0	0.0	0.0	0.0	0.0	32.81115979	0.0	0.0
zswim5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
zswim6	0.0	0.0	0.0	0.0	0.0	0.077870146	0.0	0.0	0.0	0.0	3.391162836	52.10999823	0.046983484	0.0	0.0	0.0	0.0	0.021393669
zswim7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
zswim1	29.88012906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
zswim2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
zswim3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dq549109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tyr	0.767347402	0.443812341	0.344514006	0.717282902	0.218921897	0.569296152	0.272961072	0.101447463	0.187665266	0.423408569	0.424525132	2.019871769	0.331358744	0.373920383	0.461965426	1.109599841	0.877831468	0.313762285
olfr813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.09354089	0.0	0.0	0.0	0.0
olfr812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
olfr811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
olfr810	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
olfr816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
olfr815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
olfr814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
olfr819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
olfr818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gm9962	0.274526131	0.325268196	0.45737692	0.132685197	0.0	0.286828359	0.0	0.190238846	0.0	0.145372503	0.078604418	0.214754684	0.346637597	0.0	0.0	0.340098147	0.32816458	0.171828291
gm9961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ak2	11.23209987	132.8195631	5.071461931	0.0753775	0.122764882	26.24724568	161.0798186	0.076175676	30.12941042	0.152822499	22.22220047	1.032888235	0.092549442	68.96027333	190.1655359	379.666196	0.17260506	10.3433183
usp2	3.353904289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.624022931	0.0	0.0	0.0	0.0	0.0	0.0
usp3	54.44742393	0.0	27.83914152	99.83804492	4.829558384	36.95864349	0.0	0.06274988	0.155599389	0.066659494	0.0	103.1365842	41.11110873	0.096277425	0.072719305	0.396163848	0.0	10.1483935
ak7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
slc6a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
aa415398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
unc13d	1.975153509	2.677821285	105.183778	3.29079101	1.803881278	10.13216519	9.795051455	2.582585439	2.863639086	2.257713211	74.43953799	6.070170761	3.39815232	14.42620054	4.350004901	3.970500297	1.363488649	5.14513231
dq712794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
unc13b	0.057237049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048920649	0.0	0.0	0.0	0.0	0.0	0.0	0.141288783	0.0	0.0
unc13c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037066073	0.0	0.0
unc13a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.64168163	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mtap	0.0	0.0	0.0	0.0	15.52633383	23.5517486	0.0	0.0	0.627781958	0.0	0.0	0.0	1.046094813	0.659255257	0.0	0.604177658	0.0	0.0
ak139806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pfpl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
spnb2	2.432752554	0.017350534	0.599631454	30.50284483	3.655872482	0.659403157	6.559896985	29.34053956	0.06779507	2.203912109	50.49288875	0.0	27.37369661	8.222679772	48.67229314	0.018168029	0.017473099	16.42881338
spnb3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
spnb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
spnb4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ak015072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.751916263	0.0
mmp1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mmp1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ak162138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
qrfpr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
nfkbib	0.158420191	2.881722858	0.0	0.4346051	0.972640352	0.110438919	1.487391256	0.0	0.272634506	3.127783177	0.090809772	8.682209363	0.133517801	0.357254315	3.520041608	0.0	3.034823913	0.198767737
nfkbia	134.7062766	7.907853559	48.21241132	161.32054	77.38770489	209.9059621	123.6334897	103.0682385	74.20154595	231.2738255	167.0574049	553.317853	548.9155019	80.73471368	146.6136195	159.7345875	160.2287553	151.5952326
nfkbid	0.18899479	34.97305245	2.09632483	0.0	18.10075284	4.468292733	0.0	0.0	0.080966931	0.132256755	43.22370865	0.147649595	0.158697828	19.24784894	0.216429479	0.077889997	13.79893443	0.117749727
nfkbie	37.30338325	0.0	12.36335546	0.05312809	0.952216158	4.212376073	60.13264328	0.107297244	33.78949044	0.162836021	81.12208803	0.121359563	0.065194034	23.74649255	6.046136869	0.32003647	51.30614687	63.65079668
nfkbiz	455.8017487	1379.345286	215.0514439	1136.779563	372.8156402	842.0755051	130.6744494	560.1346104	1.536654669	175.1945876	892.0743206	20.96263324	481.1629564	1635.131658	2628.118468	933.2585359	687.2647107	373.7003453
usp6nl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mak16	137.2017774	59.81884853	287.1711727	157.8843856	161.7255411	66.61698042	0.221977263	0.213150148	143.1508722	0.287911935	206.3778902	0.160600873	0.0	18.4137857	60.29358586	0.0	0.081677255	0.192234517
mta2	91.24668002	0.0	0.033432869	0.0	1.128736054	0.712431191	24.25123577	0.0	0.051590485	0.042064393	0.0	0.0	0.0	0.045159403	82.54320454	0.794642435	0.0	0.0
mta3	8.498979815	4.816211627	5.963528752	0.0	0.0	23.20527941	5.477495677	0.0	0.095212941	0.0	0.0	0.0	2.198862875	0.0	0.0	26.53598635	0.0	0.0
mmp14	11.84454761	0.0	9.886519224	24.87866099	0.080435301	0.150531542	27.88088182	0.049839463	0.061790324	0.0	0.0	0.0	91.63830539	0.108149411	0.110138099	0.0	0.114550058	0.044889767
mmp15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mmp17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mmp10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mmp11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mmp12	24.2154645	34.50182447	2107.868929	3380.271306	4649.509238	5145.452071	1235.378314	1563.009141	923.6741483	28.7009568	3336.698481	54.3523688	119.3377051	2200.904813	98.95363227	41.53768921	2612.435394	4193.640574
mmp13	0.700293966	1.377384848	1.086625886	0.957181149	22.26553234	1.313524813	1093.585812	0.966380343	1.138195098	0.977340786	0.759576588	0.983960574	1.350569236	4383.236962	1.01441019	1.095471908	0.5552642	2873.593968
mmp19	117.2763922	0.0	0.0	0.038775037	0.059306614	0.0	97.86001004	0.0	0.0	0.0	0.0	0.0	0.089409346	1.87272495	0.0	0.046708751	0.0	0.105675589
bax	0.162133014	262.8806504	26.15554445	0.324629465	79.67901797	165.5074994	90.18210962	267.6220206	0.408139709	158.9679778	55.46706686	75.19149964	14.98047893	238.5226707	166.044072	172.8369435	11.7445914	30.93322588
bad	0.228434419	0.181423552	66.80580349	0.0	101.1720186	208.9107573	0.0	0.0	0.0	0.0	221.0998224	0.0	0.193313684	0.172274169	156.5677733	193.841901	0.183310002	101.5099414
mt3-mmp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
olfr101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
olfr100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
olfr103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
olfr105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
olfr104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
olfr107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dguok	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
olfr109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
olfr108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.332638331	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ak085420	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.31075008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
impg2	0.027762521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023682574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
impg1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ak085428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dctd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ak216819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gm8709	0.327216034	0.258870236	0.090936421	0.112232603	0.09133011	0.798551323	0.0	0.22713423	0.140832967	1.812669322	2.589714458	0.512462014	0.413794538	0.247519773	0.351410861	0.270579939	0.651785281	0.135327908
krt6b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
setbp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056923075	0.0	0.0	0.0	0.359992011	0.0	0.0
